link,type_of_food,title,description,author_name,cook_time,num_of_people,calories,num_of_ingredients,ingredients,step,note,post_date
https://vnexpress.net/ram-kho-la-lot-mon-ngon-thai-binh-4331741.html,,Rạm kho lá lốt – món ngon Thái Bình,"Rạm giòn, đậm vị, gạch đỏ vàng ươm, dậy mùi thơm lá lốt khiến ai một lần ăn đều nhớ mãi món ăn dân dã này của Thái Bình.",Bùi Thủy,40 phút,4-5 người,708 kcal,5,"['500 grams rạm tươi', '1 bó lá lốt', '3-4 củ hành khô', 'Gia vị: Mắm, muối, hạt nêm, hạt tiêu, ớt (tùy chọn)', 'Mỡ lợn hoặc dầu ăn.']",[],[],"Thứ tư, 28/7/2021, 19:00 (GMT+7)"
https://vnexpress.net/cha-gio-muc-banh-da-4311045.html,,,,,,,,,,,,
https://vnexpress.net/than-heo-roti-4311044.html,,,,,,,,,,,,
https://vnexpress.net/com-ga-nau-tho-4311030.html,,,,,,,,,,,,
https://vnexpress.net/suon-ham-ngo-non-4311028.html,,,,,,,,,,,,
https://vnexpress.net/canh-ga-nau-nam-4311012.html,,,,,,,,,,,,
https://vnexpress.net/nom-ga-hoa-chuoi-4311011.html,,,,,,,,,,,,
https://vnexpress.net/gio-heo-muoi-chien-gion-4311008.html,,,,,,,,,,,,
https://vnexpress.net/bun-bo-ca-chua-4311007.html,,,,,,,,,,,,
https://vnexpress.net/cu-cai-duong-nau-thit-bam-4311004.html,,,,,,,,,,,,
https://vnexpress.net/ga-lan-bot-chien-xu-4311003.html,,,,,,,,,,,,
https://vnexpress.net/ca-ba-sa-tam-me-4311001.html,,,,,,,,,,,,
https://vnexpress.net/cha-gio-khoai-mon-4311000.html,,,,,,,,,,,,
https://vnexpress.net/ga-cuon-hap-4310987.html,,,,,,,,,,,,
https://vnexpress.net/khoai-tay-om-thit-ga-4310967.html,,,,,,,,,,,,
https://vnexpress.net/goi-du-du-tom-dat-4310954.html,,,,,,,,,,,,
https://vnexpress.net/thit-bo-ham-nuoc-dua-4310953.html,,,,,,,,,,,,
https://vnexpress.net/bao-tu-bop-rau-dam-4310951.html,,,,,,,,,,,,
https://vnexpress.net/cac-mon-ngon-tu-top-mo-4328215.html,,,,,,,,,,,,
https://vnexpress.net/ca-hoi-ngam-tuong-mon-gay-sot-mua-he-4325134.html,,,,,,,,,,,,
https://vnexpress.net/muop-dang-nhoi-thit-sot-dau-hao-4325139.html,,,,,,,,,,,,
https://vnexpress.net/cha-gio-khoai-mon-thit-heo-4325150.html,,,,,,,,,,,,
https://vnexpress.net/com-chien-duong-chau-hai-san-4325154.html,,,,,,,,,,,,
https://vnexpress.net/doi-song-cooking-de-suon-bo-om-dua-cai-chua-4327201.html,,Cách làm dẻ sườn bò om dưa cải chua,"Thịt bò mềm mà không khô, dưa cải chua giòn, nước dùng vị chua dịu rất hao cơm trong mùa nóng.",Bùi Thủy,65 phút,4-5 người,1.757 kcal,8,"['350 grams thịt dẻ sườn bò (nếu không có thì dùng phần gân bò)', '250 grams dưa cải muối chua', '3 quả cà chua, thái múi cau', '1/2 quả dứa, gọt vỏ, cắt hình quạt', '1/2 củ hành tây', 'Hành lá, hành khô, gừng, tỏi', 'Gia vị: Mắm, muối, đường, hạt nêm, hạt tiêu', 'Mỡ lợn, tóp mỡ (nếu thích)']",[],[],"Thứ hai, 19/7/2021, 19:00 (GMT+7)"
https://vnexpress.net/canh-chua-dau-ca-dieu-hong-nau-dau-rong-4325158.html,,,,,,,,,,,,
https://vnexpress.net/chan-ga-rut-xuong-tron-coc-non-4325165.html,,,,,,,,,,,,
https://vnexpress.net/lam-trung-hap-mem-nhu-banh-pudding-bang-noi-chien-khong-dau-4325188.html,,,,,,,,,,,,
https://vnexpress.net/xoi-ca-kho-nha-trang-4325178.html,,,,,,,,,,,,
https://vnexpress.net/chao-trai-cho-bua-sang-4325198.html,,,,,,,,,,,,
https://vnexpress.net/cach-lam-canh-don-mong-toi-ngot-mat-4309537.html,,Cách làm canh don mồng tơi ngọt mát,"Thịt don ngọt thanh tự nhiên xen lẫn màu xanh mướt của rau mồng tơi làm nên món canh nổi tiếng vùng Tiền Hải, Thái Bình.",Bùi Thủy,40 phút,4-5 người,480 kcal,5,"['1 kg don tươi (có vỏ)', '1 bó rau mồng tơi', '2-3 củ hành khô', 'Mắm, muối.', 'Mỡ lợn hoặc dầu ăn.']",[],[],"Thứ năm, 15/7/2021, 19:00 (GMT+7)"
https://vnexpress.net/cach-nau-chan-gio-gia-cay-kieu-bac-4309488.html,Giả cầy,Cách nấu chân giò giả cầy kiểu Bắc,"Thịt chân giò đậm vị, nước sánh vàng rượi, dậy mùi đặc trưng của riềng mẻ mắm tôm, xen kẽ hành răm, rau ngổ xanh tươi rất hấp dẫn.",Bùi Thủy,75 phút,4-5 người,2.066 kcal,14,"['1 kg thịt móng giò và thịt chân giò', '1 bát (chén) riềng giã nhỏ (hoặc xay)', '5-6 thìa canh mẻ', '2 thìa canh mắm tôm', '2 thìa canh nước nghệ tươi (giã nhỏ, vắt lấy nước)', '2 thìa canh dầu điều (tùy chọn để tạo màu đẹp mắt)', '1 thìa canh rượu trắng', '1 thìa canh đường', '1 thìa canh nước mắm', '1 thìa cà phê bột canh', '1 thìa cà phê hạt nêm', 'Hành lá, rau răm, rau ngổ, rau húng…', 'Măng củ (tùy chọn)', 'Bún tươi']",[],[],"Thứ tư, 14/7/2021, 19:00 (GMT+7)"
https://vnexpress.net/cach-lam-ca-trich-kho-ruc-4306797.html,Món ngon hàng ngày,Cách làm cá trích kho rục,"'Cá trích kho rục, xúc đầy chén cơm', đây là món ăn dân dã, rẻ tiền, gắn liền với tuổi thơ nhiều người.",Bùi Thủy,150 phút,4-5 người,1.633 kcal,6,"['500 grams cá trích, làm sạch.', '3-4 quả cà chua chín.', 'Hành tăm (củ nén), nếu không có thì dùng hành khô, ớt khô.', 'Một nhúm lá chè xanh.', 'Gia vị: Mắm, muối, hạt nêm, hạt tiêu, đường.', '1 bát nước dừa tươi hoặc nước lọc.']",[],[],"Thứ sáu, 9/7/2021, 19:00 (GMT+7)"
https://vnexpress.net/xoi-gac-deo-ngot-4325185.html,,,,,,,,,,,,
https://vnexpress.net/cach-lam-luon-ga-rang-la-ca-ri-ngon-nhu-nha-hang-4298555.html,,,,,,,,,,,,
https://vnexpress.net/doi-song-cooking-ca-diec-kho-tuong-4298539.html,,"Cách làm cá diếc kho tương chuẩn vị, đậm đà thơm ngon","Cá kho còn nguyên con, thịt ngọt đậm đà và dậy mùi thơm đặc trưng của tương bần.",Bùi Thủy,180 phút,4-5 người,920 kcal,9,"['400 gram cá diếc, chọn loại bé', '1 nhánh riềng', '3-4 củ hành khô', '3-4 quả ớt (tùy chọn)', '2-3 quả khế (tùy chọn)', '1 củ gừng, ít lá gừng non', '1-2 thìa canh mỡ lợn', 'Gia vị: tương bần, đường, muối, hạt nêm, hạt tiêu, nước hàng.', 'Sơ chế, khử mùi: Muối hạt, chanh']",[],[],"Thứ ba, 8/6/2021, 19:00 (GMT+7)"
https://vnexpress.net/cach-lam-mon-ca-loc-xao-mang-4298538.html,,,,,,,,,,,,
https://vnexpress.net/doi-song-cooking-thit-kho-mang-4298541.html,,Cách làm thịt kho măng đơn giản mà siêu ngon tại nhà,"Thịt mềm, đậm đà, măng ngon giòn thấm vị mặn ngọt hài hòa, màu sắc hấp dẫn rất đưa cơm ngày hè.",Bùi Thủy,50 phút,4-5 người,2.034 kcal,5,"['500 gram thịt ba chỉ', '500 gram măng', 'Gia vị: Mắm, muối, hạt nêm, đường, hạt tiêu', 'Hành khô, hành lá, ớt, tỏi', 'Nước dừa tươi']",[],[],"Chủ nhật, 6/6/2021, 19:00 (GMT+7)"
https://vnexpress.net/canh-moi-nau-dua-chua-mon-dua-com-ngay-he-4298542.html,,Cách nầu canh moi nấu dưa chua - món đưa cơm ngày hè,"Dưa cải mềm, tép moi đậm đà săn ngọt, nước canh chua dịu, vị hài hòa. Món canh này rất hợp với bữa cơm gia đình trong tiết trời nóng bức.",Bùi Thủy,30 phút,4-5 người,478 kcal,5,"['150 gram moi (tép moi)', 'Dưa cải muối chua.', '2 quả cà chua', 'Hành khô, hành lá, thì là', 'Gia vị: Mắm, muối, đường, hạt nêm, hạt tiêu.']",[],[],"Thứ sáu, 4/6/2021, 19:00 (GMT+7)"
https://vnexpress.net/canh-bi-ngoi-nau-tom-theo-cong-thuc-cua-chef-tuyet-pham-4298544.html,,,,,,,,,,,,
https://vnexpress.net/doi-song-cooking-canh-ga-chien-nuoc-mam-4298545.html,,Cách làm cánh gà chiên nước mắm ngon tuyệt vời,"Cánh gà vàng óng, da giòn, thịt mềm ngọt, hương vị đậm đà. Món này ăn cùng cơm nóng và xôi đều rất ngon.",Bùi Thủy,45 phút,4-5 người,3.442 kcal,6,"['650 - 700 gram cánh gà.', '2 thìa canh đường.', '2 thìa canh nước mắm.', '1 thìa canh dầu hào.', '1 thìa canh tương ớt.', 'Tỏi băm nhỏ, dầu ăn, bột bắp hoặc bột chiên giòn.']",[],[],"Thứ hai, 31/5/2021, 19:00 (GMT+7)"
https://vnexpress.net/doi-song-cooking-canh-ngao-chua-nau-dua-4298537.html,,Cách làm canh ngao chua nấu dứa - món đưa cơm mùa hè,"Một bát canh thanh mát với thịt ngao mềm, đan xen vị ngọt thanh từ dứa và vị chua từ sấu nhanh chóng giải nhiệt mùa hè.",Bùi Thủy,30 phút,4-5 người,1.514 kcal,7,"['1 kg ngao', '1/2 quả dứa', '2 - 3 quả cà chua', '3 quả sấu', '1 bát (chén) giá đỗ', 'Hành khô, rau răm, hành lá', 'Gia vị: Mắm, muối, hạt nêm, đường, ớt']",[],[],"Chủ nhật, 30/5/2021, 19:00 (GMT+7)"
https://vnexpress.net/cach-lam-cha-canh-hoa-sen-4298536.html,,Cách làm chả cánh hoa sen,"Chả thơm thoang thoảng hương sen, thịt ngọt tự nhiên đan xen chút sần sật của mộc nhĩ, nấm hương, chả không khô mà rất đượm vị.",Bùi Thủy,40 phút,4-5 người,2.097 kcal,15,"['400 gr thịt nạc xay (có chút mỡ)', '200 gr tôm nõn', 'Nấm hương, mộc nhĩ', '1 quả trứng gà', '1 thìa canh bột bắp', '1 thìa canh mỡ lợn hoặc dầu ăn để giúp chả không bị khô', 'Vài bông hoa sen (bách diệp hồng)', 'Gia vị: Muối, hạt nêm', 'Phần nước chấm:', '1 thìa canh đường', '1 thìa canh nước cốt chanh', '2 thìa nước mắm', '3 thìa canh nước lọc', 'Tỏi, ớt băm nhuyễn', 'Chút tua nhị sen']",[],[],"Thứ bảy, 29/5/2021, 19:00 (GMT+7)"
https://vnexpress.net/cach-don-gian-lam-xoi-mit-hoa-dau-biec-4298548.html,,Cách đơn giản làm xôi mít hoa đậu biếc ngon lành,"Món xôi lạ mắt với màu tím của đậu biếc, màu vàng của mít, lại khá đơn giản để bạn trổ tài.",Bùi Thủy,60 phút,3-4 người,1.530 kcal,5,"['500 gr gạo nếp ngon', 'Mít nên chọn mít nghệ hoặc mít thái, cùi dầy và giòn.', 'Nước cốt dừa: 200ml', 'Muối, đường, bột năng, dừa bào sợi.', 'Hoa đậu biếc khô: 25 bông (có thể thêm bớt để điều chỉnh màu).']",[],[],"Thứ ba, 25/5/2021, 19:00 (GMT+7)"
https://vnexpress.net/cach-lam-bo-cau-ham-thuoc-bac-ngai-cuu-4298549.html,,"Cách làm bồ câu hầm thuốc bắc, ngải cứu","Món ăn giàu dinh dưỡng này giúp bồi bổ sức khỏe cho người già, trẻ em và phụ nữ mang thai.",Bùi Thủy,60 phút,2-3 người,1.438 kcal,4,"['2 con chim bồ câu', '2 gói thuốc bắc để hầm gà (gồm: Kỷ tử, táo tàu, ý dĩ, đẳng sâm, sa sâm, hoàng kỳ...)', '1 bó ngải cứu', 'Gia vị: Mắm, muối, hạt nêm, đường, rượu trắng.']",[],[],"Chủ nhật, 23/5/2021, 19:00 (GMT+7)"
https://vnexpress.net/doc-mung-muoi-chua-xu-nghe-4298535.html,,Dọc mùng muối chua xứ Nghệ,"Dọc mùng muối chua trộn lá chanh cùng tỏi, ớt, đường, ăn kèm bánh đa và thịt luộc là món ngon 'đưa cơm' ngày hè của người dân xứ Nghệ.",Bùi Thủy,60 phút,5-6 người,248 kcal,5,"['1 kg dọc mùng', 'Nước vo gạo', 'Gia vị: Đường, muối hạt, tỏi, ớt, lá chanh', 'Giá đỗ (để trộn) sau khi muối chua', 'Lọ (hũ) thủy tinh sạch']",[],[],"Thứ bảy, 22/5/2021, 19:00 (GMT+7)"
https://vnexpress.net/bo-kho-mat-mia-dac-san-xu-nghe-4298552.html,,Cách làm bò kho mật mía – đặc sản xứ Nghệ siêu ngon,"Món ăn như kết tinh của các dư vị mặn – ngọt – đắng – cay như chính nét tảo tần, nồng đượm tình người của người dân xứ Nghệ.",Bùi Thủy,90 phút,6-8 người,2.404 kcal,14,"['1,2- 1,5 kg thịt bắp bò hoặc bò gân', 'Nước chè xanh hãm để ngâm, rửa bò giúp khử mùi', '1 chén (bát nhỏ) nước mắm', '1 chén (bát nhỏ) mật mía', '1 nhánh gừng', '7-8 tép tỏi', '4 củ sả', '4 bông hoa hồi', '2-3 thanh quế', '2 thìa canh ớt bột tạo màu', '3-4 quả ớt tươi (tùy chọn)', '1 thìa canh hạt tiêu sọ giã sơ', '1 thìa canh dầu điều', 'Hành khô (tùy chọn)']",[],[],"Thứ ba, 18/5/2021, 19:00 (GMT+7)"
https://vnexpress.net/cach-lam-xoi-chim-bo-cau-nam-huong-4298519.html,,Cách nấu xôi chim bồ câu nấm hương thơm ngon và đơn giản,"Xôi mềm dẻo, căng bóng quyện với thịt chim bồ câu béo, mùi hành phi thơm lừng nhanh chóng cuốn hút người thưởng thức từ cái nhìn đầu tiên.",Bùi Thủy,60 phút,4-5 người,2.399 kcal,8,"['500 gram gạo nếp.', '1 - 2 con chim bồ câu.', '1 bát nấm hương khô.', '1/2 thìa canh mỡ lợn.', '2 thìa cà phê mỡ gà.', '7-8 củ hành khô.', 'Mắm, muối, hạt tiêu, hạt nêm', 'Rau mùi, dưa góp (dưa chuột, cà rốt).']",[],[],"Chủ nhật, 16/5/2021, 19:00 (GMT+7)"
https://vnexpress.net/cach-lam-cha-ca-ngan-dac-san-song-da-4298516.html,Chả cá,Cách làm chả cá ngần - đặc sản sông Đà,"Chả cá ngần ngọt, thịt có độ dai vừa phải, dậy mùi lá lốt, rau răm, thì là... chấm cùng tương ớt hoặc nước mắm chua ngọt rất hấp dẫn.",Bùi Thủy,40 phút,3-4 người,2.149 kcal,6,"['400 gr cá ngần (cá mờm, cá thủy tinh)', '200 gr thịt băm/xay', '2 quả trứng gà', '2-3 thìa bột bắp (hoặc bột năng) để tạo độ kết dính', 'Lá lốt, thì là, rau răm, hành lá, ớt, hành khô, ớt', 'Gia vị: Mắm, muối, hạt tiêu, hạt nêm']",[],[],"Thứ năm, 13/5/2021, 19:00 (GMT+7)"
https://vnexpress.net/doi-song-cooking-cut-lon-xao-me-4298514.html,Món ngon hàng ngày,Cách làm trứng cút lộn xào me cực kỳ đơn giản mà ngon,"Trứng cút phủ quanh là nước sốt me sánh vàng óng, hài hòa vị chua - cay - mặn - ngọt rất hấp dẫn cho các tín đồ ăn vặt.",Bùi Thủy,25 phút,4-5 người,1.265 kcal,11,"['40-50 quả trứng cút lộn', '3-4 thìa canh nước sốt me', '3 thìa canh đường', '3 thìa canh nước mắm 27-30 độ đạm', '2 thìa canh tương ớt', '3 củ hành khô, băm nhỏ', '3 tép tỏi, băm nhỏ', '1-2 thìa canh mỡ lợn/ hoặc dầu ăn', '1 củ gừng, thái sợi nhỏ', '1 thìa canh bột bắp + chút nước để làm sánh nước sốt (tùy chọn)', 'Đậu phộng (lạc) rang giã sơ.']",[],[],"Chủ nhật, 9/5/2021, 19:00 (GMT+7)"
https://vnexpress.net/doi-song-cooking-canh-rau-san-nau-ca-4298520.html,,Cách làm canh rau sắn nấu cá – đặc sản Phú Thọ,"Canh rau sắn có vị hơi chua thanh của rau sắn, vị ngọt tự nhiên của cá… Một món ăn hấp dẫn trong những ngày hè nóng nực.",Bùi Thủy,45 phút,4-5 người,1.620 kcal,7,"['1 bát tô rau sắn muối.', '1-2 khúc cá (hoặc đầu cá trắm)', 'Tóp mỡ', '3 củ hành khô', '1-2 quả ớt (tùy chọn)', '1 quả cà chua.', 'Gia vị: Mắm, muối, hạt nêm.']",[],[],"Thứ bảy, 8/5/2021, 19:55 (GMT+7)"
https://vnexpress.net/top-mo-chung-ca-chua-4298522.html,Món ngon hàng ngày,Cách làm tóp mỡ chưng cà chua ngon lành tại nhà,Vào những ngày thời tiết nóng nực món tóp mỡ chưng cà chua chấm rau sống luôn được các bà nội trợ ưu tiên đưa vào thực đơn.,Bùi Thủy,45 phút,4-5 người,1.981 kcal,5,"['4 quả cà chua, rửa sạch, thái múi cau.', '3 củ hành khô, băm nhỏ', '150 gram tóp mỡ (làm từ mỡ lợn).', 'Rau sống (tùy chọn theo sở thích): Xà lách, rau mùi...', 'Gia vị: Mắm, muối, hạt nêm, đường.']",[],[],"Thứ sáu, 7/5/2021, 19:00 (GMT+7)"
https://vnexpress.net/chan-ga-tron-xi-dau-mon-ngon-la-mieng-4298523.html,,Cách làm chân gà trộn xì dầu - món ngon lạ miệng,"Chân gà trộn xì dầu có hương vị hấp dẫn, cung cấp lượng lớn collagen, hỗ trợ xương chắc khỏe và cải thiện hệ miễn dịch.",Bùi Thủy,40 phút,3-4 người,1.391 kcal,3,"['500 gr chân gà', 'Gia vị: muối tinh, xì dầu, giấm ăn, đường cát, quất, chanh, gừng, tỏi, vừng rang, ớt tươi, dầu mè.', 'Rau thơm: mùi ta, mùi tàu.']",[],[],"Thứ năm, 6/5/2021, 19:00 (GMT+7)"
https://vnexpress.net/dau-phu-bao-bo-mon-ngon-mieng-vui-mat-4298524.html,,"Cách làm đậu hũ bao bố - món ngon miệng, vui mắt","Món ăn quen thuộc, rẻ tiền sẽ chinh phục mọi thành viên trong gia đình nhờ vẻ ngoài lạ mắt bằng vài thao tác đơn giản.",Bùi Thủy,60 phút,5-6 người,1.100 kcal,9,"['6 bìa đậu phụ.', '3 cái mộc nhĩ.', '3 cái nấm hương.', '1/2 bắp ngô ngọt.', '1/2 củ cà rốt.', '1 cái nấm đùi gà.', 'Bột ngô hoặc bột năng.', 'Gia vị: dầu hào chay, xì dầu chay, bột nêm chay, hành củ.', '5 nhánh hành hoa hoặc bông hẹ.']",[],[],"Thứ tư, 5/5/2021, 19:00 (GMT+7)"
https://vnexpress.net/dua-chuot-cuon-luon-ga-4298527.html,,Cách làm dưa chuột cuộn lườn gà tại nhà mà đơn giản,"Đây là món cuốn hợp miệng, thanh mát cho những ngày hè nóng bức. Không những thế, dưa chuột cuộn lườn gà còn bổ dưỡng, ít béo, giúp giải ngấy hiệu quả.",Bùi Thủy,60 phút,2 người,415 kcal,6,"['200 gr lườn gà hoặc thịt thăn lợn', '500 gr dưa chuột', '1 củ cà rốt', 'Một ít hành lá', 'Các loại rau sống theo ý thích: xà lách, rau húng, rau mùi...', 'Gia vị: muối tinh, gừng, tỏi, ớt, dấm táo, chút nước mắm nguyên chất, dầu oliu.']",[],[],"Thứ ba, 4/5/2021, 19:00 (GMT+7)"
https://vnexpress.net/ca-com-sua-rim-dau-phong-4298525.html,Món ngon hàng ngày,Cách làm cá cơm sữa rim đậu phộng đậm đà - món ngon hao cơm,"Cá cơm rim đậu phộng là món ăn thuở nghèo khó được yêu thích và phổ biến ở nhiều nước như Việt Nam, Hàn Quốc, Lào, Singapore, Indonesia...",Bùi Thủy,35 phút,4-5 người,1.095 kcal,4,"['150 gram cá cơm sữa', '50 gram lạc', 'Gia vị: Mắm, đường, tương ớt, tỏi, ớt bột tạo màu, ớt tươi, sa tế (tùy theo khẩu vị thích cay nhiều hay ít).', 'Topping: Vừng rang, hành lá.']",[],[],"Thứ hai, 3/5/2021, 19:00 (GMT+7)"
https://vnexpress.net/ca-long-tong-chien-gion-cham-mam-toi-4298526.html,Món ngon hàng ngày,"Cách làm Cá lòng tong chiên giòn, chấm mắm tỏi","Cá lòng tong, còn có các tên khác là cá mương, tép dầu, mài mại... chiên giòn, cuốn với lá mơ hoặc lá lốt, chấm với nước mắm tỏi là món được nhiều người yêu thích.",Bùi Thủy,40 phút,4-5 người,2.039 kcal,5,"['450 – 500 gr cá.', '1 túi bột chiên giòn.', 'Muối, chanh khử tanh cá.', 'Nước chấm: Mắm, đường, chanh, tỏi, ớt, hạt tiêu.', 'Rau ăn kèm: Lá mơ lông tam thể, lá lốt.']",[],[],"Chủ nhật, 2/5/2021, 19:00 (GMT+7)"
https://vnexpress.net/doi-song-cooking-kho-quet-4298513.html,Món ngon hàng ngày,Cách làm kho quẹt đậm đà ngon đúng chuẩn Nam Bộ,"Kho quẹt là món đơn giản, dễ làm và mang hương vị ký ức tuổi thơ nghèo khó nhưng đã trở thành đặc sản trong nhiều nhà hàng.",Bùi Thủy,60 phút,4-5 người,1.958 kcal,10,"['250g ba chỉ heo, nhiều mỡ.', '50g tôm khô.', 'Thêm tóp mỡ (tùy chọn).', '8 muỗng canh nước mắm ngon.', '5 muỗng canh đường.', '10 muỗng canh nước.', '1/3 chén nước cơm/hoặc cốt dừa để tạo độ sánh, nhanh keo khi kho.', '3 muỗng cà phê hạt tiêu.', '2 muỗng canh hành khô băm.', 'Ớt tươi, hành lá.']",[],[],"Thứ bảy, 1/5/2021, 19:00 (GMT+7)"
https://vnexpress.net/cach-lam-ga-hap-la-sen-ngot-thom-cho-dip-le-4298512.html,,Cách làm gà hấp lá sen ngọt thơm cho dịp lễ,"Thịt gà mềm, mọng nước; hạt sen bở, nấm hương thơm, thoảng mùi thơm từ lá sen. Món gà hấp lá sen có thể ăn chơi, ăn kèm xôi hoặc cơm đều hấp dẫn.",Bùi Thủy,70 phút,4-5 người,3.378 kcal,18,"['1 con gà mái tơ 1,4 - 1,5 kg', '2 củ hành tím, băm nhỏ', '2 củ sả, băm nhỏ', '3 thìa canh dầu hào', '3 thìa cà phê muối', '2 thìa cà phê hạt tiêu', '2 thìa cà phê hạt nêm rau củ', '1 củ nghệ (hoặc chút bột nghệ)', '1 chén (bát nhỏ) hạt sen tươi, rửa sạch', '1 chén (bát nhỏ) nấm hương, ngâm nở, rửa sạch', '2-3 củ sả đập dập', '2-3 củ hành tím để nguyên', '1 củ gừng', 'Rau: Mùi tàu, mùi ta, hành lá, húng quế...', 'Hoặc thêm các loại hạt khác (tùy chọn): ý dĩ, kỷ tử...', '2-3 lá sen, nên chọn lá tẻ (không già cũng không non quá)', 'Lạt buộc', 'Hoa sen']",[],[],"Thứ sáu, 30/4/2021, 19:00 (GMT+7)"
https://vnexpress.net/cach-lam-khoai-tay-chien-gion-don-gian-4298528.html,,"Cách làm khoai tây chiên giòn đơn giản, dễ làm tại nhà","Vỏ khoai giòn tan nhưng bên trong vẫn mềm thơm, chấm với chút tương ớt, hoặc lắc phô mai - món ăn vặt khoái khẩu của nhiều trẻ em.",Bùi Thủy,40 phút,4-5 người,3.243 kcal,5,"['3-4 củ khoai tây. Chú ý chọn củ màu hơi vàng, vỏ mỏng nhẵn, tròn lẳn đều, chắc tay.', '1-2 thìa canh muối hạt.', 'Nước lạnh', 'Dầu thực vật để chiên', 'Ăn kèm: Tương ớt, tương cà, dưa chuột...']",[],[],"Thứ tư, 28/4/2021, 19:00 (GMT+7)"
https://vnexpress.net/cach-lam-ga-ran-kfc-thanh-cong-tu-lan-dau-tien-4298531.html,,Cách làm gà rán KFC thành công từ lần đầu tiên,"Gà rán kiểu KFC hấp dẫn người ăn ở lớpvỏ giòm rụm, thịt mềm ngon, các gia vị hài hòa. Không cần phải ra nhà hàng, bạn có thể làm được món này ngay tại nhà.",Bùi Thủy,60 phút,4-5 người,4.871 kcal,19,"['1 kg gà (cánh và đùi gà)', '1,5 muỗng canh muối hạt, 2-3 củ hành tím, nước lạnh.', ""1 túi sữa tươi không đường + 1/2 quả chanh (axit chua trong chanh sẽ chuyển sữa thành buttermilk - Đây chính là ''vũ khí'' bí mật để vừa giúp thịt gà mềm ngon, vừa giữ lại bột và đặc biệt khi chiên sẽ xù giòn rụm)."", '1 cup bột mì đa dụng', '1,5 cup nước', 'Muối, bột tỏi, bột gừng, bột tạo màu mỗi loại một muỗng cà phê', '1/2 muỗng cà phê bột nghệ', '1 muỗng canh ớt cay (nếu thích)', '1 quả trứng gà', 'Phần bột khô:', '1 cup bột mì đa dụng', '1 muỗng canh bột bắp', '1 muỗng cà phê bột nở', '1 muỗng cà phê muối', '1 muỗng cà phê ớt bột', '1 muỗng cà phê ớt cay (nếu thích)', '1 muỗng cà phê bột tỏi', '1 muỗng cà phê bột gừng', '2-4 muỗng cà phê lá thơm của Ý (tùy chọn)']",[],[],"Thứ hai, 26/4/2021, 19:00 (GMT+7)"
https://vnexpress.net/long-khia-nuoc-dua-4298532.html,,Hướng dẫn làm Lòng heo khìa nước dừa đậm đà vị mặn ngọt,"Từng miếng lòng thơm lừng, đậm đà vị mặn ngọt làm món nhậu hay ăn cơm, bánh mì đều ngon.",Bùi Thủy,80 phút,4-5 người,2.365 kcal,13,"['1,2 kg lòng các loại (dạ dày, tràng non, ruột non/phèo)', 'Muối hạt, chanh, cà chua, rượu trắng, nhánh gừng nhỏ, hành tây.', '1 thìa canh tỏi băm', '3 - 4 thìa canh nước mắm ngon', '4 thìa canh đường', '1 thìa cà phê muối', '1 thìa cà phê hạt nêm', '1 muỗng canh dầu hạt điều', '1/2 thìa cà phê ngũ vị hương', '500ml nước dừa tươi', '1 thìa muỗng canh tỏi băm', 'Dầu ăn', 'Nước tương (tùy chọn)']",[],[],"Chủ nhật, 25/4/2021, 19:00 (GMT+7)"
https://vnexpress.net/cach-lam-cua-rang-me-4298510.html,Món ngon hàng ngày,Cách làm cua rang me đơn giản mà ngon tại nhà,Các tín đồ ẩm thực trên thế giới mê mẩn hai món cua xốt ở châu Á là cua rang me (Tamarind Crab) của Việt Nam và cua xốt ớt (Chilli Crab) của Singapore.,Bùi Thủy,45 phút,4-5 người,2.924 kcal,20,"['1 kg cua Cà Mau hoặc cua bể. Chú ý cách chọn cua ngon: Cua còn sống, khỏe, màu nâu sậm, ấn vào thấy yếm cứng, bám chắc vào mình.', '1/2 thìa cà phê hạt tiêu', '1 thìa cà phê bột gừng (hoặc gừng băm nhỏ)', '1 thìa cà phê bột tỏi (hoặc tỏi băm nhỏ)', '1/2 thìa cà phê muối', 'Nước sốt me: Gia giảm theo khẩu vị gia đình', '1 muỗng canh sả băm', '1 muỗng canh hành tím băm', '1 quả ớt sừng, băm nhỏ', '1 muỗng canh gừng thái sợi hoặc băm', 'Một nửa củ hành tây, thái nhỏ', '40 ml nước sốt me', '25 gram đường', '2 thìa cà phê nước mắm', '2 thìa cà phê tương ớt', '2 thìa cà phê dầu hào', '1 thìa cà phê dầu màu điều', '1/2 bát nước', 'Chút bột năng + nước để tạo độ sánh', 'Bột chiên giòn, đậu phộng rang, rau răm']",[],[],"Thứ bảy, 24/4/2021, 19:00 (GMT+7)"
